STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,quantile,Quantile,coicop,Classification of individual consumption by purpose (COICOP),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,IT,Italy,1999,,251.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,IT,Italy,2005,,282,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LT,Lithuania,2005,,454,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LT,Lithuania,2010,,350,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LT,Lithuania,2015,,328,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LT,Lithuania,2020,,282,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LU,Luxembourg,1988,,174.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LU,Luxembourg,1994,,185.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LU,Luxembourg,1999,,141.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LU,Luxembourg,2005,,136,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LU,Luxembourg,2015,,109,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LU,Luxembourg,2020,,123,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LV,Latvia,2005,,404,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LV,Latvia,2010,,300,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LV,Latvia,2015,,298,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,LV,Latvia,2020,,265,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,ME,Montenegro,2010,,502,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,ME,Montenegro,2015,,351,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,ME,Montenegro,2020,,401,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MK,North Macedonia,2005,,552,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MK,North Macedonia,2010,,557,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MK,North Macedonia,2015,,527,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MT,Malta,2005,,341,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MT,Malta,2010,,304,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MT,Malta,2015,,256,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,MT,Malta,2020,,256,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,1988,,179.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,1994,,154.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,1999,,129.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,2005,,119,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,2010,,96,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,2015,,105,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NL,Netherlands,2020,,118,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NO,Norway,2005,,133,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NO,Norway,2010,,129,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NO,Norway,2015,,114,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,NO,Norway,2020,,110,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PL,Poland,2005,,305,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PL,Poland,2010,,259,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PL,Poland,2015,,237,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PL,Poland,2020,,245,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,1988,,474.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,1994,,366.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,1999,,290.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,2005,,222,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,2010,,172,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,2015,,183,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,PT,Portugal,2020,,171,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,RO,Romania,2005,,588,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,RO,Romania,2010,,415,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,RO,Romania,2015,,386,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,RO,Romania,2020,,359,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,RS,Serbia,2015,,362,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,RS,Serbia,2020,,350,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SE,Sweden,1994,,198.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SE,Sweden,1999,,175.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SE,Sweden,2005,,113,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SE,Sweden,2010,,140,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SE,Sweden,2015,,122,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SI,Slovenia,2005,,216,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SI,Slovenia,2010,,177,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SI,Slovenia,2015,,177,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SI,Slovenia,2020,,182,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SK,Slovakia,2005,,305,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SK,Slovakia,2010,,238,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SK,Slovakia,2015,,227,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,SK,Slovakia,2020,,224,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,TR,Türkiye,2005,,410,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,TR,Türkiye,2010,,336,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,TR,Türkiye,2015,,296,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,TR,Türkiye,2020,,300,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,UK,United Kingdom,1988,,185.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,UK,United Kingdom,1994,,175.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,UK,United Kingdom,1999,,151.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,UK,United Kingdom,2005,,129,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP01,Food and non-alcoholic beverages,PM,Per mille,UK,United Kingdom,2010,,134,,,,,
