,"Québec Cap-and-Trade System",,,,,,,," ","China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","United Kingdom Emissions Trading Scheme (download)",,,,,,," ","Korean Emissions Trading System",,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2021-09-24,,,,,,,,," ",0.131593736,0.154890014,CNY,44.36," ",,,,," ",1,1.177031818,EUR,61.24,," ",,,,,,,," ",0.000726435,0.000855037,KRW,,29200," ",,,,,,,,,," ",,,,,,,,,,," "
2021-09-27,,,,,,,,," ",0.131593736,0.154890014,CNY,43.59," ",,,,," ",1,1.177031818,EUR,64,62.59," ",1.166104505,1.372542105,GBP,,,,73.89," ",0.000726435,0.000855037,KRW,,29100," ",,,,,,,,,," ",0.849594705,1,USD,,,,,,,27.41," "
2021-09-28,,,,,,,,," ",0.131593736,0.154890014,CNY,42.22," ",,,,," ",1,1.177031818,EUR,65,," ",,,,,,,," ",0.000726435,0.000855037,KRW,,29750," ",,,,,,,,,," ",,,,,,,,,,," "
2021-09-29,,,,,,,,," ",0.131593736,0.154890014,CNY,41.84," ",,,,," ",1,1.177031818,EUR,61.83,," ",,,,,,,," ",0.000726435,0.000855037,KRW,,29750," ",,,,,,,,,," ",,,,,,,,,,," "
2021-09-30,,,,,,,,," ",0.131593736,0.154890014,CNY,42.21," ",,,,," ",1,1.177031818,EUR,61.37,," ",,,,,,,," ",0.000726435,0.000855037,KRW,,30500," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-08,,,,,,,,," ",0.134442641,0.15597331,CNY,44.08," ",,,,," ",1,1.160147619,EUR,59.92,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-11,,,,,,,,," ",0.134442641,0.15597331,CNY,46.03," ",,,,," ",1,1.160147619,EUR,59.33,59.61," ",1.18080232,1.369905,GBP,,,,64.26," ",,,,,," ",,,,,,,,,," ",0.861959274,1,USD,,,,,,,27.92," "
2021-10-12,,,,,,,,," ",0.134442641,0.15597331,CNY,44.67," ",,,,," ",1,1.160147619,EUR,58.86,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-13,,,,,,,,," ",0.134442641,0.15597331,CNY,44.68," ",,,,," ",1,1.160147619,EUR,58.75,," ",,,,,,,," ",0.000728732,0.000845437,KRW,29300,29600," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-14,,,,,,,,," ",0.134442641,0.15597331,CNY,43.96," ",,,,," ",1,1.160147619,EUR,59.43,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-15,,,,,,,,," ",0.134442641,0.15597331,CNY,43.9," ",,,,," ",1,1.160147619,EUR,61.01,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30200," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-18,,,,,,,,," ",0.134442641,0.15597331,CNY,43.44," ",,,,," ",1,1.160147619,EUR,58.85,57.43," ",1.18080232,1.369905,GBP,,,,57.22," ",0.000728732,0.000845437,KRW,,30400," ",,,,,,,,,," ",0.861959274,1,USD,,,,,,,28.93," "
2021-10-19,,,,,,,,," ",0.134442641,0.15597331,CNY,43.43," ",,,,," ",1,1.160147619,EUR,57.58,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30650," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-20,,,,,,,,," ",0.134442641,0.15597331,CNY,43.24," ",,,,," ",1,1.160147619,EUR,56,," ",1.18080232,1.369905,GBP,51.39,22,48.37,," ",0.000728732,0.000845437,KRW,,30600," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-21,,,,,,,,," ",0.134442641,0.15597331,CNY,43.03," ",,,,," ",1,1.160147619,EUR,57.1,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30900," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-22,,,,,,,,," ",0.134442641,0.15597331,CNY,42.99," ",,,,," ",1,1.160147619,EUR,59.5,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30450," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-25,,,,,,,,," ",0.134442641,0.15597331,CNY,43.24," ",,,,," ",1,1.160147619,EUR,58.94,59.2," ",1.18080232,1.369905,GBP,,,,55.08," ",0.000728732,0.000845437,KRW,,30100," ",,,,,,,,,," ",0.861959274,1,USD,,,,,,,30.09," "
2021-10-26,,,,,,,,," ",0.134442641,0.15597331,CNY,42.65," ",,,,," ",1,1.160147619,EUR,58.96,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30300," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-27,,,,,,,,," ",0.134442641,0.15597331,CNY,42.61," ",,,,," ",1,1.160147619,EUR,58.92,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30200," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-28,,,,,,,,," ",0.134442641,0.15597331,CNY,42.77," ",,,,," ",1,1.160147619,EUR,58.93,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,29950," ",,,,,,,,,," ",,,,,,,,,,," "
2021-10-29,,,,,,,,," ",0.134442641,0.15597331,CNY,42.41," ",,,,," ",1,1.160147619,EUR,59.4,," ",,,,,,,," ",0.000728732,0.000845437,KRW,,30400," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-01,,,,,,,,," ",0.137105471,0.156492808,CNY,42.45," ",,,,," ",1,1.141404545,EUR,59.98,59.09," ",1.180716342,1.347675,GBP,,,,53.1," ",0.000740643,0.000845373,KRW,,30600," ",,,,,,,,,," ",0.87611356,1,USD,,,,,,,31.62," "
2021-11-02,,,,,,,,," ",0.137105471,0.156492808,CNY,42.43," ",,,,," ",1,1.141404545,EUR,57.8,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,30800," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-03,,,,,,,,," ",0.137105471,0.156492808,CNY,42.4," ",,,,," ",1,1.141404545,EUR,59.78,," ",1.180716342,1.347675,GBP,52.45,22,50.37,," ",0.000740643,0.000845373,KRW,,30900," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-04,,,,,,,,," ",0.137105471,0.156492808,CNY,42.33," ",,,,," ",1,1.141404545,EUR,59.81,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,31000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-05,,,,,,,,," ",0.137105471,0.156492808,CNY,42.69," ",,,,," ",1,1.141404545,EUR,61.05,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,31200," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-08,,,,,,,,," ",0.137105471,0.156492808,CNY,42.58," ",,,,," ",1,1.141404545,EUR,60.06,62.23," ",1.180716342,1.347675,GBP,,,,55.61," ",0.000740643,0.000845373,KRW,,31500," ",,,,,,,,,," ",0.87611356,1,USD,,,,,,,32.85," "
2021-11-09,,,,,,,,," ",0.137105471,0.156492808,CNY,42.73," ",,,,," ",1,1.141404545,EUR,60.11,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,31900," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-10,,,,,,,,," ",0.137105471,0.156492808,CNY,42.74," ",,,,," ",1,1.141404545,EUR,61.53,," ",,,,,,,," ",0.000740643,0.000845373,KRW,30900,32100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-11,,,,,,,,," ",0.137105471,0.156492808,CNY,42.49," ",,,,," ",1,1.141404545,EUR,62.31,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,32700," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-12,,,,,,,,," ",0.137105471,0.156492808,CNY,42.66," ",,,,," ",1,1.141404545,EUR,63.53,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,33100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-15,,,,,,,,," ",0.137105471,0.156492808,CNY,42.93," ",,,,," ",1,1.141404545,EUR,64.4,67.82," ",1.180716342,1.347675,GBP,,,,60.81," ",0.000740643,0.000845373,KRW,,34100," ",,,,,,,,,," ",0.87611356,1,USD,,,,,,,34.66," "
2021-11-16,,,,,,,,," ",0.137105471,0.156492808,CNY,43.16," ",,,,," ",1,1.141404545,EUR,67.5,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,33600," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-18,,,,,,,,," ",0.137105471,0.156492808,CNY,43.16," ",,,,," ",1,1.141404545,EUR,66.51,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,31900," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-19,,,,,,,,," ",0.137105471,0.156492808,CNY,43.05," ",,,,," ",1,1.141404545,EUR,69.21,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,30000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-22,,,,,,,,," ",0.137105471,0.156492808,CNY,43.05," ",,,,," ",1,1.141404545,EUR,69.7,71.85," ",1.180716342,1.347675,GBP,,,,68.11," ",0.000740643,0.000845373,KRW,,30100," ",,,,,,,,,," ",0.87611356,1,USD,,,,,,,31.67," "
2021-11-23,,,,,,,,," ",0.137105471,0.156492808,CNY,43.06," ",,,,," ",1,1.141404545,EUR,69.88,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,30000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-24,,,,,,,,," ",0.137105471,0.156492808,CNY,42.96," ",,,,," ",1,1.141404545,EUR,69.51,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,32000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-25,,,,,,,,," ",0.137105471,0.156492808,CNY,42.96," ",,,,," ",1,1.141404545,EUR,72.15,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,33200," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-26,,,,,,,,," ",0.137105471,0.156492808,CNY,42.85," ",,,,," ",1,1.141404545,EUR,71.95,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,33400," ",,,,,,,,,," ",,,,,,,,,,," "
2021-11-29,,,,,,,,," ",0.137105471,0.156492808,CNY,42.92," ",,,,," ",1,1.141404545,EUR,74.48,76.9," ",1.180716342,1.347675,GBP,,,,69.8," ",0.000740643,0.000845373,KRW,,33550," ",,,,,,,,,," ",0.87611356,1,USD,,,,,,,29.46," "
2021-11-30,,,,,,,,," ",0.137105471,0.156492808,CNY,42.95," ",,,,," ",1,1.141404545,EUR,74.82,," ",,,,,,,," ",0.000740643,0.000845373,KRW,,33600," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-01,,,,,,,,," ",0.138940904,0.157055777,CNY,42.97," ",,,,," ",1,1.130378261,EUR,76.38,," ",1.174185293,1.327273529,GBP,65.8,22,52.88,," ",0.000747419,0.000844866,KRW,,32400," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-02,,,,,,,,," ",0.138940904,0.157055777,CNY,42.88," ",,,,," ",1,1.130378261,EUR,77.1,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,32400," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-03,,,,,,,,," ",0.138940904,0.157055777,CNY,42.94," ",,,,," ",1,1.130378261,EUR,78.76,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,32400," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-06,,,,,,,,," ",0.138940904,0.157055777,CNY,42.79," ",,,,," ",1,1.130378261,EUR,80,83.79," ",1.174185293,1.327273529,GBP,,,,72.38," ",0.000747419,0.000844866,KRW,,32200," ",,,,,,,,,," ",0.884659618,1,USD,,,,,,,30.32," "
2021-12-07,,,,,,,,," ",0.138940904,0.157055777,CNY,42.13," ",,,,," ",1,1.130378261,EUR,82.87,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,32500," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-08,,,,,,,,," ",0.138940904,0.157055777,CNY,41.46," ",,,,," ",1,1.130378261,EUR,87.45,," ",,,,,,,," ",0.000747419,0.000844866,KRW,31250,33300," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-09,,,,,,,,," ",0.138940904,0.157055777,CNY,41.56," ",,,,," ",1,1.130378261,EUR,84.93,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,34100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-10,,,,,,,,," ",0.138940904,0.157055777,CNY,42.69," ",,,,," ",1,1.130378261,EUR,79.83,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,34900," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-13,,,,,,,,," ",0.138940904,0.157055777,CNY,42.95," ",,,,," ",1,1.130378261,EUR,85,80.03," ",1.174185293,1.327273529,GBP,,,,75.01," ",0.000747419,0.000844866,KRW,,34900," ",,,,,,,,,," ",0.884659618,1,USD,,,,,,,29.42," "
2021-12-14,,,,,,,,," ",0.138940904,0.157055777,CNY,42.93," ",,,,," ",1,1.130378261,EUR,79.99,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,34900," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-15,,,,,,,,," ",0.138940904,0.157055777,CNY,43.06," ",,,,," ",1,1.130378261,EUR,79.29,," ",1.174185293,1.327273529,GBP,71.32,22,52.88,," ",0.000747419,0.000844866,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-16,,,,,,,,," ",0.138940904,0.157055777,CNY,44.22," ",,,,," ",1,1.130378261,EUR,80.5,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,34000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-17,,,,,,,,," ",0.138940904,0.157055777,CNY,46.66," ",,,,," ",1,1.130378261,EUR,82.25,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-20,,,,,,,,," ",0.138940904,0.157055777,CNY,49.18," ",,,,," ",1,1.130378261,EUR,74.57,79.38," ",1.174185293,1.327273529,GBP,,,,76.75," ",0.000747419,0.000844866,KRW,,35250," ",,,,,,,,,," ",0.884659618,1,USD,,,,,,,29.92," "
2021-12-21,,,,,,,,," ",0.138940904,0.157055777,CNY,49.49," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35350," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-22,,,,,,,,," ",0.138940904,0.157055777,CNY,49.39," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-23,,,,,,,,," ",0.138940904,0.157055777,CNY,49.57," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-24,,,,,,,,," ",0.138940904,0.157055777,CNY,49.52," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-27,,,,,,,,," ",0.138940904,0.157055777,CNY,48.13," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,34900," ",,,,,,,,,," ",0.884659618,1,USD,,,,,,,30.96," "
2021-12-28,,,,,,,,," ",0.138940904,0.157055777,CNY,51.69," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-29,,,,,,,,," ",0.138940904,0.157055777,CNY,56.64," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35050," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-30,,,,,,,,," ",0.138940904,0.157055777,CNY,57.06," ",,,,," ",,,,,," ",,,,,,,," ",0.000747419,0.000844866,KRW,,35100," ",,,,,,,,,," ",,,,,,,,,,," "
2021-12-31,,,,,,,,," ",0.138940904,0.157055777,CNY,54.22," ",,,,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-04,,,,,,,,," ",0.139054509,0.157332893,CNY,57.29," ",,,,," ",,,,,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35100," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-05,,,,,,,,," ",0.139054509,0.157332893,CNY,56.94," ",,,,," ",,,,,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35050," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-06,,,,,,,,," ",0.139054509,0.157332893,CNY,57.26," ",,,,," ",,,,,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35300," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-07,,,,,,,,," ",0.139054509,0.157332893,CNY,57.59," ",,,,," ",,,,,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35400," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-10,,,,,,,,," ",0.139054509,0.157332893,CNY,58.28," ",,,,," ",1,1.131447619,EUR,82.71,80.81," ",1.197322679,1.354707895,GBP,,,,71.47," ",0.000740214,0.000837514,KRW,,35300," ",,,,,,,,,," ",0.883823505,1,USD,,,,,,,31.98," "
2022-01-11,,,,,,,,," ",0.139054509,0.157332893,CNY,57.52," ",,,,," ",1,1.131447619,EUR,81.9,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35400," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-12,,,,,,,,," ",0.139054509,0.157332893,CNY,57.99," ",,,,," ",,,,,," ",1.197322679,1.354707895,GBP,68.5,22,56.58,," ",0.000740214,0.000837514,KRW,35250,35400," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-13,,,,,,,,," ",0.139054509,0.157332893,CNY,57.75," ",,,,," ",1,1.131447619,EUR,79.05,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35400," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-14,,,,,,,,," ",0.139054509,0.157332893,CNY,57.77," ",,,,," ",1,1.131447619,EUR,81.52,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35350," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-17,,,,,,,,," ",0.139054509,0.157332893,CNY,58.48," ",,,,," ",1,1.131447619,EUR,80.21,83.08," ",1.197322679,1.354707895,GBP,,,,75.41," ",0.000740214,0.000837514,KRW,,35250," ",,,,,,,,,," ",0.883823505,1,USD,,,,,,,31.33," "
2022-01-18,,,,,,,,," ",0.139054509,0.157332893,CNY,58.5," ",,,,," ",1,1.131447619,EUR,79.22,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35200," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-19,,,,,,,,," ",0.139054509,0.157332893,CNY,56," ",,,,," ",1,1.131447619,EUR,80.7,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-20,,,,,,,,," ",0.139054509,0.157332893,CNY,58," ",,,,," ",1,1.131447619,EUR,80.8,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35100," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-21,,,,,,,,," ",0.139054509,0.157332893,CNY,57.46," ",,,,," ",1,1.131447619,EUR,84.03,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-24,,,,,,,,," ",0.139054509,0.157332893,CNY,57.87," ",,,,," ",1,1.131447619,EUR,85.75,87.82," ",1.197322679,1.354707895,GBP,,,,82.34," ",0.000740214,0.000837514,KRW,,34950," ",,,,,,,,,," ",0.883823505,1,USD,,,,,,,29.22," "
2022-01-25,,,,,,,,," ",0.139054509,0.157332893,CNY,57.83," ",,,,," ",1,1.131447619,EUR,84.48,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,34950," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-26,,,,,,,,," ",0.139054509,0.157332893,CNY,57.88," ",,,,," ",,,,,," ",1.197322679,1.354707895,GBP,81,22,56.58,," ",0.000740214,0.000837514,KRW,,35000," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-27,,,,,,,,," ",0.139054509,0.157332893,CNY,56," ",,,,," ",1,1.131447619,EUR,88.51,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,34850," ",,,,,,,,,," ",,,,,,,,,,," "
2022-01-28,,,,,,,,," ",0.139054509,0.157332893,CNY,61.38," ",,,,," ",1,1.131447619,EUR,89.25,," ",,,,,,,," ",0.000740214,0.000837514,KRW,,34950," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-07,,,,,,,,," ",0.139037152,0.157694548,CNY,58.08," ",,,,," ",1,1.13419,EUR,93.5,93.61," ",1.19332322,1.353455263,GBP,,,,84.51," ",0.000735757,0.000834488,KRW,,34800," ",,,,,,,,,," ",0.88168649,1,USD,,,,,,,28.9," "
2022-02-08,,,,,,,,," ",0.139037152,0.157694548,CNY,58.5," ",,,,," ",1,1.13419,EUR,97.51,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,34650," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-09,,,,,,,,," ",0.139037152,0.157694548,CNY,58.5," ",,,,," ",1,1.13419,EUR,96.53,," ",1.19332322,1.353455263,GBP,81.81,22,75.76,," ",0.000735757,0.000834488,KRW,34200,34300," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-10,,,,,,,,," ",0.139037152,0.157694548,CNY,60," ",,,,," ",1,1.13419,EUR,90.6,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,33600," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-11,,,,,,,,," ",0.139037152,0.157694548,CNY,56.15," ",,,,," ",1,1.13419,EUR,89.98,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,33600," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-14,,,,,,,,," ",0.139037152,0.157694548,CNY,58.41," ",,,,," ",1,1.13419,EUR,90.73,89.73," ",1.19332322,1.353455263,GBP,,,,85.25," ",0.000735757,0.000834488,KRW,,33300," ",,,,,,,,,," ",0.88168649,1,USD,,,,,,,28.63," "
2022-02-15,,,,,,,,," ",0.139037152,0.157694548,CNY,58.4," ",,,,," ",1,1.13419,EUR,90.35,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,31800," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-17,,,,,,,,," ",0.139037152,0.157694548,CNY,56.5," ",,,,," ",1,1.13419,EUR,87.5,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,30000," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-18,,,,,,,,," ",0.139037152,0.157694548,CNY,56.88," ",,,,," ",1,1.13419,EUR,87.65,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,29900," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-21,,,,,,,,," ",0.139037152,0.157694548,CNY,56.99," ",,,,," ",1,1.13419,EUR,87.99,89.94," ",1.19332322,1.353455263,GBP,,,,85.28," ",0.000735757,0.000834488,KRW,,30000," ",,,,,,,,,," ",0.88168649,1,USD,,,,,,,29.43," "
2022-02-22,,,,,,,,," ",0.139037152,0.157694548,CNY,56.78," ",,,,," ",1,1.13419,EUR,88.4,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,30000," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-23,,,,,,,,," ",0.139037152,0.157694548,CNY,56.49," ",,,,," ",1,1.13419,EUR,92.8,," ",1.19332322,1.353455263,GBP,82,22,75.76,," ",0.000735757,0.000834488,KRW,,29950," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-24,,,,,,,,," ",0.139037152,0.157694548,CNY,58," ",,,,," ",1,1.13419,EUR,88,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,30000," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-25,,,,,,,,," ",0.139037152,0.157694548,CNY,58.53," ",,,,," ",1,1.13419,EUR,86.9,," ",,,,,,,," ",0.000735757,0.000834488,KRW,,30100," ",,,,,,,,,," ",,,,,,,,,,," "
2022-02-28,,,,,,,,," ",0.139037152,0.157694548,CNY,57.74," ",,,,," ",1,1.13419,EUR,80.92,70.4," ",1.19332322,1.353455263,GBP,,,,73.44," ",0.000735757,0.000834488,KRW,,30200," ",,,,,,,,,," ",0.88168649,1,USD,,,,,,,27.96," "
2022-03-01,,,,,,,,," ",0.143032702,0.157607113,CNY,57.8," ",,,,," ",1,1.101895652,EUR,79.96,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-02,,,,,,,,," ",0.143032702,0.157607113,CNY,57.9," ",,,,," ",,,,,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,30100," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-03,,,,,,,,," ",0.143032702,0.157607113,CNY,57.9," ",,,,," ",1,1.101895652,EUR,63.87,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,29800," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-04,,,,,,,,," ",0.143032702,0.157607113,CNY,57.9," ",,,,," ",1,1.101895652,EUR,67.22,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,29700," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-07,,,,,,,,," ",0.143032702,0.157607113,CNY,57.04," ",,,,," ",1,1.101895652,EUR,57.91,70.63," ",1.195741726,1.317582609,GBP,,,,71.33," ",0.000743247,0.000818981,KRW,,28800," ",,,,,,,,,," ",0.90752695,1,USD,,,,,,,26.61," "
2022-03-08,,,,,,,,," ",0.143032702,0.157607113,CNY,57," ",,,,," ",1,1.101895652,EUR,62.01,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,27900," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-09,,,,,,,,," ",0.143032702,0.157607113,CNY,58," ",,,,," ",,,,,," ",1.195741726,1.317582609,GBP,62.21,22,80.9,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-10,,,,,,,,," ",0.143032702,0.157607113,CNY,57.26," ",,,,," ",1,1.101895652,EUR,70.04,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,26800," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-11,,,,,,,,," ",0.143032702,0.157607113,CNY,57.6," ",,,,," ",1,1.101895652,EUR,76.5,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,26400," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-14,,,,,,,,," ",0.143032702,0.157607113,CNY,58," ",,,,," ",1,1.101895652,EUR,78.6,78.53," ",1.195741726,1.317582609,GBP,,,,81.01," ",0.000743247,0.000818981,KRW,,26200," ",,,,,,,,,," ",0.90752695,1,USD,,,,,,,28.18," "
2022-03-15,,,,,,,,," ",0.143032702,0.157607113,CNY,57.77," ",,,,," ",1,1.101895652,EUR,75.55,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,25700," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-16,,,,,,,,," ",0.143032702,0.157607113,CNY,57," ",,,,," ",1,1.101895652,EUR,75.25,," ",,,,,,,," ",0.000743247,0.000818981,KRW,24100,24850," ",,,,,,,,,," ",,,,,,,,,,," "
2022-03-17,,,,,,,,," ",0.143032702,0.157607113,CNY,57," ",,,,," ",1,1.101895652,EUR,76.87,," ",,,,,,,," ",0.000743247,0.000818981,KRW,,23700," ",,,,,,,,,," ",,,,,,,,,,," "
